# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247062		0.00529193974026
1.0		1.0		1.0		-1		247063		0.00471279596554
1.0		1.0		1.0		-1		247064		0.00469429963994
1.0		1.0		1.0		-1		247065		0.00544840608411
1.0		1.0		1.0		-1		247066		0.00511374601054
1.0		1.0		1.0		-1		247067		0.00477652378448
1.0		1.0		1.0		-1		247068		0.00552747943863
1.0		1.0		1.0		-1		247069		0.00475134039542
1.0		1.0		1.0		-1		247070		0.00451088091618
1.0		1.0		1.0		-1		247071		0.0048594514826
1.0		1.0		1.0		-1		247072		0.00463047722452
1.0		1.0		1.0		-1		247073		0.00539862456404
1.0		1.0		1.0		-1		247074		0.00563421123972
1.0		1.0		1.0		-1		247075		0.00523881497968
1.0		1.0		1.0		-1		247076		0.00505508640235
1.0		1.0		1.0		-1		247077		0.00508066789028
1.0		1.0		1.0		-1		247078		0.00506406034477
1.0		1.0		1.0		-1		247079		0.00490790102461
1.0		1.0		1.0		-1		247080		0.00464595688303
1.0		1.0		1.0		-1		247081		0.00522950552002
1.0		1.0		1.0		-1		247082		0.00522925239497
1.0		1.0		1.0		-1		247083		0.00483439223485
1.0		1.0		1.0		-1		247084		0.00547538571248
1.0		1.0		1.0		-1		247085		0.00482620439478
1.0		1.0		1.0		-1		247086		0.00545897754637
1.0		1.0		1.0		-1		247087		0.00484501579478
1.0		1.0		1.0		-1		247088		0.00628946059691
1.0		1.0		1.0		-1		247089		0.00483241065152
1.0		1.0		1.0		-1		247090		0.00454948774819
1.0		1.0		1.0		-1		247091		0.00584902042718
1.0		1.0		1.0		-1		247092		0.0053814769932
1.0		1.0		1.0		-1		247093		0.00507459071865
1.0		1.0		1.0		-1		247094		0.006239700477
1.0		1.0		1.0		-1		247095		0.00508405230226
1.0		1.0		1.0		-1		247096		0.00551728060319
1.0		1.0		1.0		-1		247097		0.00451723738147
1.0		1.0		1.0		-1		247098		0.00527101191535
1.0		1.0		1.0		-1		247099		0.00486474228736
1.0		1.0		1.0		-1		247100		0.00561864169763

#***************************************************************************
#
# original cross-section: 0.00513026107557
#     scale variation: +7.7% -6.89%
#     central scheme variation: +8.73% -9.75e-10%
# PDF variation: +8.47% -8.47%
#
# dynamical scheme # 1 : 0.00544719 +7.96% -7.1% # \sum ET
# dynamical scheme # 2 : 0.00517688 +7.75% -6.93% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 0.00557814 +8.07% -7.19% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 0.00513026 +7.7% -6.89% # \sqrt{\hat s}
#***************************************************************************
