200.0	0.192122369053	-0.00706488837249011	0.00699359730077332
300.0	0.039454164934	-0.00239233152211605	0.00194961070339568
400.0	0.0118664404238	-0.000965235550127358	0.000722451853652527
500.0	0.00441657515994	-0.000438300082196788	0.00031407097902155
600.0	0.00186993907437	-0.00021265129345401	0.00015056087084112
700.0	0.000867119890044	-0.000111270269030385	7.7790707051235e-05
800.0	0.000427861654338	-5.98163599862235e-05	4.16002341768845e-05
900.0	0.000222553240704	-3.35455142729416e-05	2.32630421805647e-05
1000.0	0.000119864044382	-1.93810226436354e-05	1.34058918083122e-05
1100.0	6.67319824071e-05	-1.15073281372551e-05	7.93051425335431e-06
1200.0	3.800360006e-05	-6.93536442911796e-06	4.78296859761357e-06
