200.0	0.468729395242	-0.019267286994877	0.0189023519369639
300.0	0.101817457817	-0.00684920521771551	0.00574670937008236
400.0	0.0321003708516	-0.00292700116443282	0.00230129884769641
500.0	0.0123716888645	-0.00136176781560926	0.00105110220987294
600.0	0.00540057998801	-0.000689786000239997	0.000526505310066294
700.0	0.00257072885846	-0.000369797894276056	0.000280921387741763
800.0	0.00129465164334	-0.000205232382891855	0.000155990695601924
900.0	0.000685364411235	-0.00011800462645985	8.96793243153097e-05
1000.0	0.000374587634946	-6.92156054165491e-05	5.25756264460266e-05
1100.0	0.000211026698321	-4.1482717811584e-05	3.16003655539358e-05
1200.0	0.000121046689625	-2.51980716431131e-05	1.92343342169873e-05
