200.0	0.708227552979	-0.0260126156982533	0.0256891423633464
300.0	0.146202143743	-0.00895639392113681	0.00729620476362123
400.0	0.0443485967513	-0.00361306632346869	0.00271893069085976
500.0	0.0164709592063	-0.00163366509553358	0.00118077938926359
600.0	0.00698920344862	-0.000797703604460358	0.000565509922209348
700.0	0.00324728591163	-0.000414140492530536	0.000290268310531589
800.0	0.00160869743903	-0.00022531764577016	0.000157024774910031
900.0	0.000837938643543	-0.000127365268058449	8.83095502073282e-05
1000.0	0.000452243340564	-7.2925202744213e-05	5.07767778389768e-05
1100.0	0.000252286321671	-4.33033064510268e-05	3.00545974757802e-05
1200.0	0.000143968813675	-2.61127084608084e-05	1.8105221733644e-05
