200.0	0.250644814074	-0.0120517921555551	0.0120163212329948
300.0	0.0491322617953	-0.00333217448130857	0.0028869458136022
400.0	0.0142369293483	-0.00125668626170473	0.000996573868159446
500.0	0.00512376302479	-0.000525468565565372	0.000395957829414034
600.0	0.0021110667433	-0.000247714680197848	0.000181520562191341
700.0	0.000956353122751	-0.000124156368728791	8.93504605797518e-05
800.0	0.000461521557377	-6.52993802303526e-05	4.62440455069964e-05
900.0	0.000235679303279	-3.58831007627196e-05	2.52867089002035e-05
1000.0	0.000124819557877	-2.02439661139081e-05	1.41905400536802e-05
1100.0	6.84944537185e-05	-1.18334729954076e-05	8.27505134438307e-06
1200.0	3.83774879049e-05	-7.05048246096238e-06	4.93076497605436e-06
